C00012880|01032017|500|1|500
C00012880|01052017|500|1|500
C00012880|01092017|500|1|500
C00012880|01112017|500|1|500
C00012880|01122017|500|1|500
C00012880|01182017|500|1|500
C00012880|01192017|250|1|250
C00012880|01202017|250|1|250
C00012880|01222017|210|1|210
C00012880|01242017|2500|1|2500
C00012880|01252017|250|1|250
C00012880|01262017|500|1|500
C00012880|01282017|250|1|250
C00012880|01302017|250|1|250
C00035691|01132017|226|1|226
C00035691|01292017|125|1|125
C00051979|01122017|788|1|788
C00051979|01312017|210|1|210
C00079681|01032017|1100|1|1100
C00079681|01042017|1075|1|1075
C00079681|01062017|300|1|300
C00079681|01122017|300|1|300
C00079681|01132017|1500|1|1500
C00079681|01162017|1500|1|1500
C00079681|01172017|500|1|500
C00079681|01192017|1075|1|1075
C00079681|01212017|300|1|300
C00079681|01232017|300|1|300
C00079681|01252017|365|1|365
C00095109|01312017|240|1|240
C00104083|01042017|190|1|190
C00104083|01182017|190|1|190
C00113019|01262017|5000|1|5000
C00119776|01312017|349|1|349
C00131607|01022017|250|1|250
C00131607|01032017|500|1|500
C00131607|01062017|500|1|500
C00131607|01312017|1000|1|1000
C00139659|01042017|250|1|250
C00139659|01102017|500|1|500
C00139659|01162017|250|1|250
C00139659|01232017|500|1|500
C00139659|01252017|250|1|250
C00147231|01312017|220|1|220
C00153031|01062017|210|1|210
C00153031|01272017|250|1|250
C00153031|01302017|1000|1|1000
C00153031|01312017|2000|1|2000
C00161414|01132017|208|1|208
C00161414|01312017|208|1|208
C00171843|01312017|284|1|284
C00177436|01042017|5000|1|5000
C00177436|01312017|230|1|230
C00200139|01202017|192|1|192
C00242271|01312017|384|1|384
C00250753|01302017|730|1|730
C00264689|01182017|250|1|250
C00264689|01252017|250|1|250
C00275529|01052017|575|1|575
C00275529|01162017|536|1|536
C00275529|01312017|248|1|248
C00280222|01042017|800|1|800
C00280222|01122017|500|1|500
C00311308|01312017|395|1|395
C00364778|01112017|0|1|0
C00364778|01132017|208|1|208
C00364778|01312017|125|1|125
C00365502|01112017|208|1|208
C00365502|01142017|208|1|208
C00369090|01022017|800|1|800
C00369090|01112017|2000|1|2000
C00369090|01142017|800|1|800
C00369090|01192017|1000|1|1000
C00369090|01202017|384|1|384
C00371948|01312017|250|1|250
C00377051|01262017|1000|1|1000
C00384818|01122017|250|1|250
C00384818|01272017|0|1|0
C00387753|01312017|400|1|400
C00397455|01202017|192|1|192
C00399063|01312017|384|1|384
C00409565|01032017|5000|1|5000
C00409565|01182017|3000|1|3000
C00409565|01302017|5000|1|5000
C00412098|01042017|5000|1|5000
C00412098|01052017|1500|1|1500
C00412098|01062017|600|1|600
C00412098|01192017|900|1|900
C00412098|01222017|500|1|500
C00412098|01312017|1000|1|1000
C00415026|01132017|208|1|208
C00415026|01312017|208|1|208
C00416693|01052017|500|1|500
C00416693|01302017|5000|1|5000
C00427930|01312017|2500|1|2500
C00428110|01122017|250|1|250
C00455733|01132017|624|1|624
C00455733|01202017|234|1|234
C00455733|01272017|234|1|234
C00455733|01302017|234|1|234
C00473249|01202017|850|1|850
C00478099|01312017|250|1|250
C00482372|01202017|200|1|200
C00482372|01272017|200|1|200
C00484592|01182017|200|1|200
C00484592|01232017|500|1|500
C00528455|01192017|15000|1|15000
C00572198|01172017|5000|1|5000
C00574954|12302016|750|1|750
C00579102|01252017|-2700|1|-2700
C00586859|01242017|1000|1|1000
C00586982|01032017|1100|1|1100
C00588871|01242017|-500|1|-500
C00592030|01252017|5000|1|5000
C00603126|01052017|1532|1|1532
C00611251|01092017|400|1|400
C00619262|01042017|90869|1|90869
C00619577|12022016|100|1|100
C00619577|12132016|1000|1|1000
